,Prey \ predator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,73
1,Large sharks,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02612601
2,Barracudas,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04777205
3,Australian Sea Lion,0.001044947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04307306
4,Bottlenose Dolphin,0.000864472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3624077
5,Tailors,0.000110766,0.000970087,0.001873419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8222358
6,Cormorants,0,0,0.000234651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4530233
7,Squids,0,0,0.04163153,0.2233334,0.08266094,0.02303955,0,0,0,0,0.02271026,0,0,0.01749843,0,0,0,0,0,0,0,0,0.6409012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454377
8,Australian Pelican,0,0,0.000234651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2673234
9,Gulls and Terns,1.07E-05,0.000194017,0.000236782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1431396
10,Little Penguin,8.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01276825
11,Scaly Mackerel,0,0,0,0,0.01653149,0.002087854,0.07282703,0,0,0.000443882,0,0,0,0,0,0,0,0,0,0,0,0,0.05703753,0,0,0,0,0,0,0,0,0.01167394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5269682
12,Small sharks,0.00032186,9.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001780179
13,Yellowtail Scad,0.009875621,0.01746156,0.01873419,0,0,0.02377378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3716168
14,Cuttlefish,0,0,0.003094341,0.02048709,0.006869123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185827
15,Trevallies,0.01090137,0.02716243,0,0.04377333,0.004133047,0.04654454,0.7201195,0,0,0,0,0,0,0.03499686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42007
16,Flounders,0,0,0,0,0,0,0,0,0,0,0,8.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.029145
17,Pink Snapper adult,0.01285038,0.00185143,0.01873419,0.06566001,0,0,0,0,0,0,0,8.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4248393
18,Pink Snapper pre-spawner,0.01285038,0,0.004735641,0.06566001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1721785
19,King George Whiting,0,0,0.00011359,0.003684467,0,0.02368559,0.05071089,0.004152609,0.008076604,0.000128521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02087223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441385
20,Whiting Species,0,0,0.02259089,0.1617113,0.03240167,0.2400909,3.600598,0.06857832,0.01615321,0.002771903,0,0,0.04942248,0,1.757967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000867486,0,0,0.2717442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9827
21,Small pelagics,0,0.009700866,0,0,0.1905225,0.05350091,0,0.0175342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.10482
22,Western Australian Octopus,0,0,2.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131639
23,Grunters,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000721647,0,0.171937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02660611,0.315115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.437372
24,Pipefishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649344
25,Gurnards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03819753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5656224
26,Weedfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04831189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1561
27,Soldiers,0,0,0,0,0,0,0,0,0,0,0,9.82E-07,0,0,0,0.03039933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02858104,0,0,0,0.03548757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466311
28,PInk Snapper  juvenile,0,0,0.000203021,0.06566001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06226491
29,Other seabirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383
30,Rays,0,0,0,0,0,0,0,0,0,0,0,0.000497379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.787993
31,Dragonets ,0,0,0,0,0,0.005634796,0,0,0,0,0,0,0,0,0,0.04765211,0.009713068,0,0,0,0,0,0,0,0,0,0,0,0,0.04452376,0,0.03856713,0,0.2870206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.991289
32,Southern Garfish,0,0,0,0.002119652,0.00379832,0.007010731,0.1466758,0.009591809,0,0.000641307,0,0,0,0.005957021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8566294
33,Wrasses,0,0,0,0,0,0,0.003625191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2060121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.042373
34,Butterfishes,0,0,0,0,0,0.005732704,0,0.003391674,0,0,0,4.30E-05,0,0.03965215,0,0.06626702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.704079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.491634
35,Demersal fish,0,0.00582052,0.01040788,0.01815723,0,0,1.8263,0,0,0,0,0.003279234,0,0.07179468,0,9.91425,0,0,0,0,0,0.3012139,0.2691837,0,0,0,0,0,0,1.712074,0,0,1.885435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01304653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.8328
36,Common Silverbelly,0,0,0,0,0,0.001575091,0.0687625,0.001063962,0,0,0,0,0,0.002704117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4786144
37,Goatfishes,0,0,0,0,0,0,0.04899779,0,0,0,0,0,0,0.001990226,0,0.03631988,0,0.001043071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.457589
38,Blue Sprat,0,0,0.02252955,0.3053737,0.1587687,0.2377376,1.800299,0.1466355,0.1814544,0.0339927,0.2271026,0,0.2635866,0,5.040043,0,0,0,0,0,15.98649,0,0.6409012,0,0,0,0,0,0.001004035,0,0,0.4755523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.2961
39,Sandy Sprat,0,0,0.01275981,0.24321,0.09526125,0.2377376,1.800299,0.1466355,0.1615321,0.0226618,0.2271026,0,0.2635866,0,4.032035,0,0,0,0,0,4.089993,0,1.281802,0,0,0,0,0,0.000602421,0,0,0.4755523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.67499
40,Pilchard,0,0,0.007103459,0.1116667,0.04133047,0.1163613,1.08018,0.1495784,0.08076604,0.00166689,0.2271026,0,0.2193302,0.03499686,0,0,0,0,0,0,2.882292,0,0,0,0,0,0,0,0,0,0,0.1358721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79881
41,Australian Herring,0,0,0.000250145,0.002093391,0.03798319,0.002672787,0,0.008970854,7.91E-05,0,0.0720232,0,0.01882479,0.005927484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999335
42,Schooling species,0,0,0,0.001823062,0.003236942,0.002341948,0.09842012,0.001375776,0.000484791,0,0.00229502,0,0.000662203,0.000696822,0,0,0,0,0,0,0.008179987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01766206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5209513
43,Leatherjackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9176783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.751938
44,Other crabs,0,0,0,0.001290124,0,0.01398219,0,0,0,0,0,0,0.03012703,0,0,0,4.38E-05,0.000873312,0.006715915,0,0,0.000710905,0,0,0,0.003819754,0,0.000235447,0,0.003252365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22369
45,Blue Swimmer Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876144,0.004544579,0,0,0,0.000710905,0,0,0,0,0,0.00039421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310174
46,Mantis shrimp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197176,0,0.003627895,0,0,0,0.2116267,0,0,0,0,0,0,0,0,0,0,0,0,0.01178185,0,0.06399895,0.001310389,0,0,0,0,0,0,0,0.02044701,0,0,0,0,0,0.06163579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8939456
47,Seastars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186558,0,0,0.005894498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002077389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2266561
48,Migratory waders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000864
49,Seahorses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01307713,0,0,0,0,0,5.04E-05,0,0.004720544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2026939
50,Mullets,0,0,0,0.001070848,0.09526125,0.02319098,0.2340689,0.04091479,0,0,0,0,0,0.009277772,0,2.732891,0.007357053,0,0,0,0,0.007109051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85872
51,Rabbitfish,0,0,0,0,0,0.05177899,0,0.01723911,0,0,0,9.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9014825,0,0,0,0,19.71366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.9586
52,Introduced species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284355
53,Western King Prawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11E-05,0.01133708,0.000293842,0,0.003819754,0,0,1.95E-05,0,0,0,0,0,0,0.009131444,0,0,0,0,0,0,0,0,0.01114632,0.002510524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2802846
54,Other prawns,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314665,0,0,0,0,0.02578329,0.8453982,0,0.001980968,0,0.000293842,0,0.003819754,0.008321576,0,0,0,0,0,0,0,0,0,0.006950343,0,0,0,0,0,0,0,0.01191826,0.002510524,0,0,0,0.000616662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7055779
55,Sea snails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137327,0,0,0.000710905,0,0.02718238,0,0.07639506,0,0,0,0,0,0.004655649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002510524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2329888
56,Black Mussel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129512
57,Corals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001946019,0,0,0.007554022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07550032
58,Ascidians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2409724,0,0,0,0,0,0,0,0.03785583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336422
59,Sea Cucumbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06408365,0.000167005,0,0,0,0,0,0.2283574,0,0.02244252,0.000648087,0,0,0,0,0,0,0.02471542,0.0133484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212261
60,Sand dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9784592,0,0.03838483,0.06163312,0.09058939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1530878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02800561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83889
61,Sponges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001946019,0.000644093,0.000134221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2422197
62,Bivalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283344,0,0,0,0,0,0.000805788,0,0,0,0,0,0,0,0,0,0,0.000793907,0.000443213,0,0,0,0,0,0,0,0,0,0.001946019,0,0.000251052,4.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02007837
63,Polychaetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2624764,1.116309,1.135817,0.03838483,0,2.287611,115.5574,0,0,0.4422219,0.1359119,1.657806,2.412476,0,0.02212279,0.000451093,0.9891516,11.01735,0.06646862,0.3538624,8.155375,0,0,0,0,0,0,0,0,1.458395,3.892037,2.59762,1.00421,0.140028,0.000135591,0.000722323,1.684765,0.05365519,0,0.06286705,0.3686042,0.008232474,0,0,0,0,0,0,0,0,0,0,0,0,173.1
64,Bryozoans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002988507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2595255
65,Urchins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01967206,3.829187,2.538435,0.05333791,0.09569292,1.230434,28.19992,0,0.1066358,0.09400728,0,0.0457039,0.07639506,2.396475,0.1368081,0,6.336851,0,0,0.8210284,3.179622,67.42999,0.3928237,0.7287205,0,0,0,0,0,0,0.3892037,0,0,0.006916369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.08061
66,Zooplankton,0,0,0,0,0,0,0,0,0,0,0,0,0.6579903,0,0,0,0,0,0,0,4.173463,0,1.281802,1.630943,0,0,0,0,0,0,3.672451,0,0,0,0,0,0,135.7052,58.20751,50.76964,0.6948634,0.4973541,0,0,0,0,0,0,0.07230453,0,17.6903,0.00942353,0,0,0,2.62E-05,0.04075718,1.091346,0.07518177,0,0.03010193,0.006854456,0,0.123536,0,0,0.5756228,10.2055
67,Planktotrophic Larvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01236299,0.5436476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698575,0.2996372,0.1742326,0.004342892,0.04973542,0,0,0,0,0,0,0,0,0.5360696,0.001884706,0,0,0,0,0.004449473,0.005451278,0,0,0.000300719,0.000685446,0,0,0,58.48957,0,118.4408
68,Phytoplankton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.764584,0,0,0.5436476,0,0,0,0,0,0,0,0,0,0,0,0,0,407.1155,174.6225,84.61607,1.47375,1.492063,0,0,0,0,0,0,0.3615226,0,0.05360696,0.08481176,0,0,0,0.000472485,0.2853002,2.182692,0,0,0.1505096,0.04112674,0,0.7412161,0,389.9305,230.2491,47.88385
69,Seagrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2563605,0,0,0,0,0,0,0,0,0.6793604,0,0,0,0,0,0,0,0,0,0,0,1.167611,0.2542425,0.02521837,0,0,0,0,455.6135,0,0,0,0,0,0,0,0.01503635,0,0,0,0.8152373,0,0,0,0,24.14881
70,Macroalgae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358721,0,0,0,0,0,0,0,0,0,0,3.353398,0.9730093,0.1286924,0.1260919,0,0,0,0,26.80079,0,0.06286705,0.3686042,0.164485,0,0,0,0.03759088,0,0,0,8.152373,0,66.11556,0,0,5.66538
71,Macroalgal Epiphytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3396802,0,0,0,0,0,0,0,0,0,0,0,0.9730093,0.1286924,0.05043674,0,0,0,4.211913,26.80079,0,0.06286705,0.3686042,0.2467275,0,0,0,0,0.4398502,0,0,8.071657,0,33.05778,0,0,3.934318
72,Microphytobenthos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02521837,0,0,0,0,0,0,0.03143353,0.1843021,0.000822425,0,0,0,0.07518177,0.4398502,0,0,80.71657,0,1.404956,0,0,4.362024
73,Detritus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142181,2.545559,0,0.2763009,1.407277,1.408062,0.1342142,0.003976376,12.64632,11.01735,0,6.123511,27.34867,253.3558,1.644915,3.3256,0,0,0,0,0,5.923783,0,2.182001,1.513103,0.4426758,0.000677953,0.3253704,42.11912,26.80079,0,0.3772023,2.211625,0.4112125,4.77E-05,0.04449474,2.180511,0.5104842,0.8797005,0.1204077,0.02056337,726.4491,0.370608,41.32223,0,0,0
74,Import,0.05087308,0.1271465,0.04693014,0.4466667,2.721741,1.13026,10.44243,0.7135773,0.2622474,0,1.440464,0.00196341,0,0.3499687,29.35378,7.681058,0.5757725,0.6692695,7.163733,192.5956,25.04078,0.05687241,1.019587,0,0.2763009,0,1.774158,0,0.01192913,5.236153,5.618849,0,0,5.057296,177.381,0,1.99536,188.8248,80.99192,47.09508,2.798982,0.3926481,6.287623,11.67611,5.147696,0,0,0.003416456,0,13.30945,0,0,0,0,0,0,0,0,0,7.037604,0,0,0,0,14.04956,113.0798,345.3737,0
75,Sum,0.09989999,0.1904,0.21242,1.783441,3.4905,2.24874,21.99431,1.32924,0.7107937,0.062307,2.2188,0.005901,1.50353,0.8634496,46.53531,24.4098,0.72387,0.8389858,10.8186,337.41,57.94579,0.63218,8.590919,2.88192,2.2591,4.0222,5.6511,0.2939922,0.01885,27.90311,31.326,3.87872,9.349501,44.31889,524.4683,2.0727,6.05728,732.3441,314.1216,182.655,4.9896,2.4318,17.0232,19.12198,10.476,2.752194,0.63828,0.00423,0.7599199,61.3875,554.3495,0.09612,0.597237,3.50174,0.8314799,0.00054646,0.3750016,5.46,0.713475,8.797005,0.30132,0.06923001,824.205,1.23536,155.9501,561.4999,576.1984,1079.476
